Freq.	V(vc)/V(vin)	V(vin)/I(CB)	V(vc)/Ic(Q1)
2.98538261891796e+05	(4.55887373599306e+01dB,1.77597544469802e+02°)	(5.90945133989964e+01dB,1.17199562954848e+02°)	(7.41599149284975e+01dB,-1.79999999999976e+02°)
3.16227766016838e+05	(4.55877469067645e+01dB,1.77442002211914e+02°)	(5.86795349462121e+01dB,1.16114749121687e+02°)	(7.41599149284642e+01dB,-1.79999999999999e+02°)
3.34965439157828e+05	(4.55866354204610e+01dB,1.77278030057266e+02°)	(5.82569344434217e+01dB,1.15085562840595e+02°)	(7.41599149284507e+01dB,1.79999999999990e+02°)
3.54813389233576e+05	(4.55853882513023e+01dB,1.77105093685527e+02°)	(5.78273213304944e+01dB,1.14112652807321e+02°)	(7.41599149284345e+01dB,1.79999999999998e+02°)
3.75837404288445e+05	(4.55839889746922e+01dB,1.76922630785253e+02°)	(5.73912828349919e+01dB,1.13196384043711e+02°)	(7.41599149285014e+01dB,-1.79999999999998e+02°)
3.98107170553498e+05	(4.55824191797899e+01dB,1.76730049511653e+02°)	(5.69493809100981e+01dB,1.12336877632593e+02°)	(7.41599149284680e+01dB,-1.79999999999990e+02°)
4.21696503428583e+05	(4.55806582334755e+01dB,1.76526726906101e+02°)	(5.65021501878309e+01dB,1.11534049843840e+02°)	(7.41599149284484e+01dB,1.79999999999995e+02°)
4.46683592150964e+05	(4.55786830169463e+01dB,1.76312007283068e+02°)	(5.60500968332615e+01dB,1.10787649772014e+02°)	(7.41599149284418e+01dB,1.79999999999978e+02°)
4.73151258961481e+05	(4.55764676319878e+01dB,1.76085200592008e+02°)	(5.55936981783379e+01dB,1.10097294836342e+02°)	(7.41599149284555e+01dB,1.79999999999996e+02°)
5.01187233627273e+05	(4.55739830736976e+01dB,1.75845580763901e+02°)	(5.51334030151147e+01dB,1.09462503701287e+02°)	(7.41599149284653e+01dB,1.79999999999990e+02°)
5.30884444230989e+05	(4.55711968661663e+01dB,1.75592384054819e+02°)	(5.46696324338463e+01dB,1.08882726350075e+02°)	(7.41599149284790e+01dB,-1.79999999999999e+02°)
5.62341325190350e+05	(4.55680726573382e+01dB,1.75324807401938e+02°)	(5.42027811010476e+01dB,1.08357371186160e+02°)	(7.41599149284719e+01dB,1.79999999999972e+02°)
5.95662143529011e+05	(4.55645697689968e+01dB,1.75042006811114e+02°)	(5.37332188847814e+01dB,1.07885829149135e+02°)	(7.41599149284842e+01dB,-1.79999999999999e+02°)
6.30957344480194e+05	(4.55606426975551e+01dB,1.74743095799417e+02°)	(5.32612927470753e+01dB,1.07467494912926e+02°)	(7.41599149284871e+01dB,-1.79999999999985e+02°)
6.68343917568616e+05	(4.55562405610821e+01dB,1.74427143921061e+02°)	(5.27873288358069e+01dB,1.07101785289132e+02°)	(7.41599149284397e+01dB,1.79999999999951e+02°)
7.07945784384139e+05	(4.55513064877917e+01dB,1.74093175411014e+02°)	(5.23116347217996e+01dB,1.06788154995129e+02°)	(7.41599149284934e+01dB,-1.79999999999976e+02°)
7.49894209332457e+05	(4.55457769410670e+01dB,1.73740167987357e+02°)	(5.18345017368746e+01dB,1.06526109960088e+02°)	(7.41599149284696e+01dB,-1.79999999999987e+02°)
7.94328234724283e+05	(4.55395809760224e+01dB,1.73367051861278e+02°)	(5.13562073797057e+01dB,1.06315218346469e+02°)	(7.41599149284990e+01dB,-1.79999999999943e+02°)
8.41395141645196e+05	(4.55326394226479e+01dB,1.72972709012515e+02°)	(5.08770177646225e+01dB,1.06155119454693e+02°)	(7.41599149284453e+01dB,1.79999999999947e+02°)
8.91250938133747e+05	(4.55248639907735e+01dB,1.72555972798234e+02°)	(5.03971900957116e+01dB,1.06045530661471e+02°)	(7.41599149284957e+01dB,-1.79999999999989e+02°)
9.44060876285925e+05	(4.55161562924813e+01dB,1.72115627974757e+02°)	(4.99169751546904e+01dB,1.05986252518944e+02°)	(7.41599149284882e+01dB,-1.79999999999967e+02°)
1.00000000000000e+06	(4.55064067782391e+01dB,1.71650411224358e+02°)	(4.94366197951974e+01dB,1.05977172113646e+02°)	(7.41599149284882e+01dB,-1.79999999999955e+02°)
1.05925372517729e+06	(4.54954935840001e+01dB,1.71159012293387e+02°)	(4.89563694401165e+01dB,1.06018264754639e+02°)	(7.41599149284871e+01dB,-1.79999999999973e+02°)
1.12201845430196e+06	(4.54832812878893e+01dB,1.70640075863359e+02°)	(4.84764705790511e+01dB,1.06109594024878e+02°)	(7.41599149284624e+01dB,1.79999999999985e+02°)
1.18850222743702e+06	(4.54696195769666e+01dB,1.70092204292961e+02°)	(4.79971732654224e+01dB,1.06251310199508e+02°)	(7.41599149284913e+01dB,-1.79999999999943e+02°)
1.25892541179417e+06	(4.54543418270386e+01dB,1.69513961386095e+02°)	(4.75187336111580e+01dB,1.06443646999192e+02°)	(7.41599149284671e+01dB,1.79999999999996e+02°)
1.33352143216333e+06	(4.54372636016835e+01dB,1.68903877358340e+02°)	(4.70414162748105e+01dB,1.06686916612942e+02°)	(7.41599149284687e+01dB,-1.79999999999939e+02°)
1.41253754462276e+06	(4.54181810806994e+01dB,1.68260455191162e+02°)	(4.65654969374927e+01dB,1.06981502897139e+02°)	(7.41599149284883e+01dB,1.79999999999980e+02°)
1.49623565609444e+06	(4.53968694332023e+01dB,1.67582178578467e+02°)	(4.60912647548366e+01dB,1.07327852624940e+02°)	(7.41599149284451e+01dB,-1.79999999999995e+02°)
1.58489319246112e+06	(4.53730811567066e+01dB,1.66867521682675e+02°)	(4.56190247685977e+01dB,1.07726464638757e+02°)	(7.41599149284487e+01dB,-1.79999999999992e+02°)
1.67880401812256e+06	(4.53465444108339e+01dB,1.66114960925346e+02°)	(4.51491002543126e+01dB,1.08177876739704e+02°)	(7.41599149284380e+01dB,1.79999999999879e+02°)
1.77827941003893e+06	(4.53169613828593e+01dB,1.65322989038495e+02°)	(4.46818349726045e+01dB,1.08682650137122e+02°)	(7.41599149285026e+01dB,-1.79999999999970e+02°)
1.88364908948980e+06	(4.52840067321493e+01dB,1.64490131594216e+02°)	(4.42175952819100e+01dB,1.09241351282081e+02°)	(7.41599149284410e+01dB,1.79999999999900e+02°)
1.99526231496888e+06	(4.52473261715659e+01dB,1.63614966209076e+02°)	(4.37567720596638e+01dB,1.09854530923555e+02°)	(7.41599149284762e+01dB,-1.79999999999999e+02°)
2.11348903983665e+06	(4.52065352559139e+01dB,1.62696144582070e+02°)	(4.32997823657941e+01dB,1.10522700255980e+02°)	(7.41599149284447e+01dB,1.79999999999929e+02°)
2.23872113856834e+06	(4.51612184600980e+01dB,1.61732417466981e+02°)	(4.28470707708558e+01dB,1.11246304082105e+02°)	(7.41599149284684e+01dB,-1.79999999999952e+02°)
2.37137370566166e+06	(4.51109286422569e+01dB,1.60722662597685e+02°)	(4.23991102571358e+01dB,1.12025690990699e+02°)	(7.41599149284961e+01dB,-1.79999999999976e+02°)
2.51188643150958e+06	(4.50551869988898e+01dB,1.59665915474511e+02°)	(4.19564025893637e+01dB,1.12861080655840e+02°)	(7.41599149284611e+01dB,1.79999999999961e+02°)
2.66072505979881e+06	(4.49934836287667e+01dB,1.58561402778538e+02°)	(4.15194780421691e+01dB,1.13752528504006e+02°)	(7.41599149284623e+01dB,1.79999999999876e+02°)
2.81838293126446e+06	(4.49252788287745e+01dB,1.57408578007324e+02°)	(4.10888943638192e+01dB,1.14699888163644e+02°)	(7.41599149284937e+01dB,-1.79999999999931e+02°)
2.98538261891796e+06	(4.48500052460935e+01dB,1.56207158721274e+02°)	(4.06652348548948e+01dB,1.15702772315034e+02°)	(7.41599149284951e+01dB,-1.79999999999886e+02°)
3.16227766016838e+06	(4.47670710053233e+01dB,1.54957164559364e+02°)	(4.02491054461760e+01dB,1.16760512787594e+02°)	(7.41599149284920e+01dB,-1.79999999999806e+02°)
3.34965439157828e+06	(4.46758639144025e+01dB,1.53658954935341e+02°)	(3.98411306735994e+01dB,1.17872120994900e+02°)	(7.41599149284516e+01dB,1.79999999999918e+02°)
3.54813389233576e+06	(4.45757568275991e+01dB,1.52313265075021e+02°)	(3.94419484751228e+01dB,1.19036250051892e+02°)	(7.41599149284943e+01dB,1.79999999999983e+02°)
3.75837404288445e+06	(4.44661142061218e+01dB,1.50921238821904e+02°)	(3.90522037695385e+01dB,1.20251160143131e+02°)	(7.41599149284554e+01dB,1.79999999999916e+02°)
3.98107170553498e+06	(4.43462998664707e+01dB,1.49484456447048e+02°)	(3.86725408302283e+01dB,1.21514688911714e+02°)	(7.41599149284860e+01dB,1.79999999999923e+02°)
4.21696503428583e+06	(4.42156858441689e+01dB,1.48004955579008e+02°)	(3.83035945265323e+01dB,1.22824228747331e+02°)	(7.41599149284621e+01dB,1.79999999999890e+02°)
4.46683592150964e+06	(4.40736622281799e+01dB,1.46485243351201e+02°)	(3.79459805792359e+01dB,1.24176712876605e+02°)	(7.41599149284928e+01dB,-1.79999999999964e+02°)
4.73151258961481e+06	(4.39196477431151e+01dB,1.44928297975382e+02°)	(3.76002850542935e+01dB,1.25568612045628e+02°)	(7.41599149284820e+01dB,1.79999999999988e+02°)
5.01187233627273e+06	(4.37531007780273e+01dB,1.43337558212225e+02°)	(3.72670533964466e+01dB,1.26995943318979e+02°)	(7.41599149284915e+01dB,1.79999999999972e+02°)
5.30884444230989e+06	(4.35735304894763e+01dB,1.41716899632367e+02°)	(3.69467793765082e+01dB,1.28454292101975e+02°)	(7.41599149284708e+01dB,1.79999999999819e+02°)
5.62341325190350e+06	(4.33805075507979e+01dB,1.40070597135944e+02°)	(3.66398943801058e+01dB,1.29938847910712e+02°)	(7.41599149284827e+01dB,1.79999999999897e+02°)
5.95662143529011e+06	(4.31736740871759e+01dB,1.38403273898278e+02°)	(3.63467574998205e+01dB,1.31444453724333e+02°)	(7.41599149284793e+01dB,-1.79999999999881e+02°)
6.30957344480194e+06	(4.29527523339882e+01dB,1.36719837686186e+02°)	(3.60676468925982e+01dB,1.32965667966147e+02°)	(7.41599149284505e+01dB,-1.79999999999863e+02°)
6.68343917568616e+06	(4.27175515881945e+01dB,1.35025406278968e+02°)	(3.58027528336910e+01dB,1.34496837380349e+02°)	(7.41599149284582e+01dB,1.79999999999834e+02°)
7.07945784384139e+06	(4.24679730899050e+01dB,1.33325224455595e+02°)	(3.55521728292863e+01dB,1.36032178335106e+02°)	(7.41599149284790e+01dB,-1.79999999999880e+02°)
7.49894209332457e+06	(4.22040125702016e+01dB,1.31624575599513e+02°)	(3.53159090525004e+01dB,1.37565863501542e+02°)	(7.41599149284872e+01dB,-1.79999999999972e+02°)
7.94328234724283e+06	(4.19257603242039e+01dB,1.29928691359929e+02°)	(3.50938682426973e+01dB,1.39092110460586e+02°)	(7.41599149284711e+01dB,1.79999999999924e+02°)
8.41395141645196e+06	(4.16333988044325e+01dB,1.28242662948991e+02°)	(3.48858640734685e+01dB,1.40605268660061e+02°)	(7.41599149284738e+01dB,1.79999999999957e+02°)
8.91250938133747e+06	(4.13271978660250e+01dB,1.26571357531540e+02°)	(3.46916218567891e+01dB,1.42099901258418e+02°)	(7.41599149284431e+01dB,-1.79999999999889e+02°)
9.44060876285925e+06	(4.10075079195613e+01dB,1.24919342792452e+02°)	(3.45107853270018e+01dB,1.43570858766717e+02°)	(7.41599149284536e+01dB,-1.79999999999884e+02°)
1.00000000000000e+07	(4.06747513481165e+01dB,1.23290822188542e+02°)	(3.43429251476552e+01dB,1.45013341983980e+02°)	(7.41599149285042e+01dB,1.79999999999990e+02°)
1.05925372517729e+07	(4.03294126148550e+01dB,1.21689582671586e+02°)	(3.41875487129809e+01dB,1.46422952425437e+02°)	(7.41599149284587e+01dB,-1.79999999999835e+02°)
1.12201845430197e+07	(3.99720275221988e+01dB,1.20118955881054e+02°)	(3.40441107832537e+01dB,1.47795729258430e+02°)	(7.41599149284721e+01dB,1.79999999999995e+02°)
1.18850222743702e+07	(3.96031720837220e+01dB,1.18581793025125e+02°)	(3.39120244902264e+01dB,1.49128172510855e+02°)	(7.41599149284955e+01dB,1.79999999999964e+02°)
1.25892541179417e+07	(3.92234514394534e+01dB,1.17080452961691e+02°)	(3.37906722814206e+01dB,1.50417253049327e+02°)	(7.41599149285092e+01dB,1.79999999999942e+02°)
1.33352143216333e+07	(3.88334891908373e+01dB,1.15616802406577e+02°)	(3.36794164247410e+01dB,1.51660410392415e+02°)	(7.41599149284637e+01dB,1.79999999999956e+02°)
1.41253754462276e+07	(3.84339174612433e+01dB,1.14192226762739e+02°)	(3.35776087662305e+01dB,1.52855539873435e+02°)	(7.41599149284775e+01dB,1.79999999999893e+02°)
1.49623565609444e+07	(3.80253679098084e+01dB,1.12807649790904e+02°)	(3.34845995103892e+01dB,1.54000970925712e+02°)	(7.41599149284603e+01dB,1.79999999999932e+02°)
1.58489319246112e+07	(3.76084638479217e+01dB,1.11463560220891e+02°)	(3.33997448718250e+01dB,1.55095438399001e+02°)	(7.41599149284745e+01dB,1.79999999999997e+02°)
1.67880401812256e+07	(3.71838135347109e+01dB,1.10160043413151e+02°)	(3.33224135193209e+01dB,1.56138048804165e+02°)	(7.41599149284529e+01dB,-1.79999999999957e+02°)
1.77827941003893e+07	(3.67520046645675e+01dB,1.08896816294163e+02°)	(3.32519917960210e+01dB,1.57128243263153e+02°)	(7.41599149284921e+01dB,1.79999999999913e+02°)
1.88364908948980e+07	(3.63136000083699e+01dB,1.07673263976676e+02°)	(3.31878877510358e+01dB,1.58065758763634e+02°)	(7.41599149284758e+01dB,-1.79999999999987e+02°)
1.99526231496888e+07	(3.58691341313742e+01dB,1.06488476707242e+02°)	(3.31295340565675e+01dB,1.58950589095939e+02°)	(7.41599149284723e+01dB,1.79999999999956e+02°)
2.11348903983665e+07	(3.54191110842702e+01dB,1.05341286033618e+02°)	(3.30763899094873e+01dB,1.59782946581241e+02°)	(7.41599149284996e+01dB,1.79999999999996e+02°)
2.23872113856834e+07	(3.49640029483271e+01dB,1.04230299333137e+02°)	(3.30279420330305e+01dB,1.60563225477764e+02°)	(7.41599149284980e+01dB,1.79999999999949e+02°)
2.37137370566166e+07	(3.45042491090932e+01dB,1.03153932075456e+02°)	(3.29837048999207e+01dB,1.61291967715828e+02°)	(7.41599149284869e+01dB,1.79999999999995e+02°)
2.51188643150958e+07	(3.40402561337972e+01dB,1.02110437399739e+02°)	(3.29432202967692e+01dB,1.61969831400203e+02°)	(7.41599149284984e+01dB,1.79999999999932e+02°)
2.66072505979881e+07	(3.35723981335193e+01dB,1.01097932762393e+02°)	(3.29060563446680e+01dB,1.62597562373156e+02°)	(7.41599149284441e+01dB,-1.79999999999946e+02°)
2.81838293126446e+07	(3.31010175006210e+01dB,1.00114423555581e+02°)	(3.28718060801820e+01dB,1.63175968964738e+02°)	(7.41599149284546e+01dB,-1.79999999999954e+02°)
2.98538261891796e+07	(3.26264259234011e+01dB,9.91578237099333e+01°)	(3.28400856901186e+01dB,1.63705899977449e+02°)	(7.41599149284834e+01dB,-1.79999999999994e+02°)
3.16227766016838e+07	(3.21489055923214e+01dB,9.82259733800026e+01°)	(3.28105324812212e+01dB,1.64188225862762e+02°)	(7.41599149284503e+01dB,-1.79999999999967e+02°)
3.34965439157828e+07	(3.16687105245579e+01dB,9.73166538717472e+01°)	(3.27828026530441e+01dB,1.64623822996521e+02°)	(7.41599149284910e+01dB,1.79999999999982e+02°)
3.54813389233576e+07	(3.11860679454644e+01dB,9.64276000116425e+01°)	(3.27565689319442e+01dB,1.65013560939113e+02°)	(7.41599149284701e+01dB,-1.79999999999994e+02°)
3.75837404288445e+07	(3.07011796764090e+01dB,9.55565101810496e+01°)	(3.27315181132592e+01dB,1.65358292552549e+02°)	(7.41599149284497e+01dB,-1.79999999999997e+02°)
3.98107170553498e+07	(3.02142234881260e+01dB,9.47010542508337e+01°)	(3.27073485501049e+01dB,1.65658846839680e+02°)	(7.41599149284430e+01dB,-1.79999999999987e+02°)
4.21696503428583e+07	(2.97253543871390e+01dB,9.38588796532780e+01°)	(3.26837676212171e+01dB,1.65916024405216e+02°)	(7.41599149284648e+01dB,-1.79999999999994e+02°)
4.46683592150964e+07	(2.92347058099561e+01dB,9.30276158238814e+01°)	(3.26604892041379e+01dB,1.66130595439609e+02°)	(7.41599149284443e+01dB,-1.79999999999996e+02°)
4.73151258961481e+07	(2.87423907056856e+01dB,9.22048772369895e+01°)	(3.26372311775567e+01dB,1.66303300166727e+02°)	(7.41599149284693e+01dB,-1.80000000000000e+02°)
5.01187233627273e+07	(2.82485024925809e+01dB,9.13882652482605e+01°)	(3.26137129742827e+01dB,1.66434851699566e+02°)	(7.41599149284662e+01dB,-1.79999999999997e+02°)
5.30884444230989e+07	(2.77531158779308e+01dB,9.05753689451887e+01°)	(3.25896532086234e+01dB,1.66525941330317e+02°)	(7.41599149284623e+01dB,-1.79999999999998e+02°)
5.62341325190350e+07	(2.72562875338026e+01dB,8.97637651954206e+01°)	(3.25647674015931e+01dB,1.66577246228374e+02°)	(7.41599149284892e+01dB,-1.79999999999991e+02°)
5.95662143529012e+07	(2.67580566235750e+01dB,8.89510180722485e+01°)	(3.25387658342194e+01dB,1.66589439631226e+02°)	(7.41599149284994e+01dB,-1.79999999999982e+02°)
6.30957344480194e+07	(2.62584451761008e+01dB,8.81346778280774e+01°)	(3.25113515624843e+01dB,1.66563203538787e+02°)	(7.41599149284756e+01dB,1.79999999999999e+02°)
6.68343917568616e+07	(2.57574583058592e+01dB,8.73122795802501e+01°)	(3.24822186370376e+01dB,1.66499244000670e+02°)	(7.41599149284897e+01dB,-1.79999999999996e+02°)
7.07945784384139e+07	(2.52550842787235e+01dB,8.64813418696827e+01°)	(3.24510505785219e+01dB,1.66398309037048e+02°)	(7.41599149284862e+01dB,-1.79999999999966e+02°)
7.49894209332457e+07	(2.47512944241172e+01dB,8.56393652514594e+01°)	(3.24175191700752e+01dB,1.66261209218577e+02°)	(7.41599149284439e+01dB,1.79999999999982e+02°)
7.94328234724283e+07	(2.42460428954857e+01dB,8.47838310779333e+01°)	(3.23812836395136e+01dB,1.66088840883518e+02°)	(7.41599149284353e+01dB,1.79999999999998e+02°)
8.41395141645197e+07	(2.37392662822915e+01dB,8.39122006389238e+01°)	(3.23419903158679e+01dB,1.65882211924539e+02°)	(7.41599149284659e+01dB,1.79999999999971e+02°)
8.91250938133747e+07	(2.32308830782978e+01dB,8.30219148301660e+01°)	(3.22992728549459e+01dB,1.65642469946694e+02°)	(7.41599149284576e+01dB,-1.79999999999984e+02°)
9.44060876285925e+07	(2.27207930128486e+01dB,8.21103945299712e+01°)	(3.22527531383765e+01dB,1.65370932475587e+02°)	(7.41599149284361e+01dB,1.79999999999967e+02°)
1.00000000000000e+08	(2.22088762543360e+01dB,8.11750418747119e+01°)	(3.22020429583053e+01dB,1.65069118785658e+02°)	(7.41599149284484e+01dB,1.79999999999971e+02°)
