x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-9.47000E-06,-556.60830948E-03,-527.07634962E-03,+937.33284E-06,-5.71483769E-03
-9.46000E-06,-552.97586523E-03,-523.64818489E-03,+1.13790970E-03,-5.15374967E-03
-9.45000E-06,-553.35819207E-03,-523.49923421E-03,+862.13686E-06,-5.85268717E-03
-9.44000E-06,-553.70403505E-03,-524.21164964E-03,+986.96974E-06,-5.69221543E-03
-9.43000E-06,-548.29311515E-03,-513.15405921E-03,+1.00830452E-03,-5.68360327E-03
-9.42000E-06,-542.45415050E-03,-512.85024053E-03,+1.03732502E-03,-5.89293250E-03
-9.41000E-06,-536.48247954E-03,-511.40618781E-03,+929.46770E-06,-6.29538729E-03
-9.40000E-06,-535.87917652E-03,-508.59866348E-03,+813.99097E-06,-5.97189822E-03
-9.39000E-06,-529.78448556E-03,-505.29118197E-03,+929.66218E-06,-5.70665822E-03
-9.38000E-06,-526.44142473E-03,-498.85916596E-03,+820.28293E-06,-5.70429204E-03
-9.37000E-06,-524.45957413E-03,-497.63017209E-03,+931.17505E-06,-5.71521836E-03
-9.36000E-06,-523.70739580E-03,-493.24306198E-03,+894.15749E-06,-5.73470105E-03
-9.35000E-06,-513.26143788E-03,-486.32017207E-03,+323.92062E-06,-6.17207934E-03
-9.34000E-06,-510.61507577E-03,-487.31062625E-03,+240.27456E-06,-6.39040440E-03
-9.33000E-06,-501.41985881E-03,-481.53339774E-03,+498.73188E-06,-6.30739304E-03
-9.32000E-06,-498.92945772E-03,-478.24163294E-03,+505.58542E-06,-6.21463582E-03
-9.31000E-06,-484.04712891E-03,-473.37310910E-03,+861.91675E-06,-6.21572732E-03
-9.30000E-06,-488.74114828E-03,-467.22173246E-03,+742.28584E-06,-6.00881100E-03
-9.29000E-06,-487.69099322E-03,-462.28189924E-03,+831.81982E-06,-6.14329628E-03
-9.28000E-06,-479.65839814E-03,-452.83792862E-03,+595.25433E-06,-6.39406259E-03
-9.27000E-06,-470.81565759E-03,-449.25602659E-03,+287.93048E-06,-6.25265065E-03
-9.26000E-06,-469.23675023E-03,-448.31728302E-03,+514.87675E-06,-6.54387411E-03
-9.25000E-06,-461.11803360E-03,-438.19436565E-03,+582.27844E-06,-6.32366304E-03
-9.24000E-06,-460.11095816E-03,-433.62807752E-03,+401.00033E-06,-6.29337163E-03
-9.23000E-06,-451.42824913E-03,-427.55498290E-03,+374.20881E-06,-6.45135508E-03
-9.22000E-06,-446.78673186E-03,-420.53470216E-03,+686.35320E-06,-6.77182820E-03
-9.21000E-06,-434.43784608E-03,-412.44202930E-03,+562.85831E-06,-6.61946055E-03
-9.20000E-06,-434.76378876E-03,-408.27826983E-03,+187.06766E-06,-7.01886019E-03
-9.19000E-06,-428.34191135E-03,-401.66225149E-03,+110.25102E-06,-6.49183409E-03
-9.18000E-06,-420.80893423E-03,-394.23936671E-03,+327.92329E-06,-6.58456945E-03
-9.17000E-06,-414.51531572E-03,-389.42198814E-03,+665.90716E-06,-6.44152705E-03
