x-axis,1,3
second,Volt,Volt
-50.00000E-06,-6.73743710E-03,-10.80150716E-03
-49.98698E-06,-3.52140819E-03,-12.81152523E-03
-49.97396E-06,-6.73738564E-03,-10.80144284E-03
-49.96094E-06,-5.12939692E-03,-8.79145693E-03
-49.94792E-06,-5.12939692E-03,-8.79145693E-03
-49.93490E-06,-5.12926827E-03,-8.79145693E-03
-49.92188E-06,-3.52151111E-03,-8.79164990E-03
-49.90885E-06,-5.12939692E-03,-10.80150716E-03
-49.89583E-06,-5.12960275E-03,-10.80124987E-03
-49.88281E-06,-6.73743710E-03,-8.79145693E-03
-49.86979E-06,-6.73717981E-03,-8.79113532E-03
-49.85677E-06,-5.12939692E-03,-6.78140670E-03
-49.84375E-06,-5.12939692E-03,-6.78179264E-03
-49.83073E-06,-5.12973139E-03,-8.79145693E-03
-49.81771E-06,-6.73743710E-03,-8.79145693E-03
-49.80469E-06,-6.73705116E-03,-8.79097451E-03
-49.79167E-06,-5.12939692E-03,-6.78140670E-03
-49.77865E-06,-5.12895952E-03,-6.78140670E-03
-49.76563E-06,-3.52181985E-03,-6.78140670E-03
-49.75260E-06,-5.12988577E-03,-6.78140670E-03
-49.73958E-06,-6.73692252E-03,-6.78140670E-03
-49.72656E-06,-5.12885661E-03,-6.78140670E-03
-49.71354E-06,-3.52248881E-03,-6.78140670E-03
-49.70052E-06,-6.73684533E-03,-6.78066699E-03
-49.68750E-06,-5.12939692E-03,-4.77135647E-03
-49.67448E-06,-5.13004014E-03,-4.77055244E-03
-49.66146E-06,-6.73743710E-03,-2.76297863E-03
-49.64844E-06,-6.73674241E-03,-6.78053835E-03
-49.63542E-06,-5.13011733E-03,-4.77135647E-03
-49.62240E-06,-6.73743710E-03,-4.77135647E-03
-49.60938E-06,-6.73743710E-03,-4.77135647E-03
-49.59635E-06,-6.73743710E-03,-4.77135647E-03
-49.58333E-06,-6.73661377E-03,-4.77032731E-03
-49.57031E-06,-5.13024597E-03,-2.76130624E-03
-49.55729E-06,-6.73743710E-03,-2.76130624E-03
-49.54427E-06,-6.73743710E-03,-2.76130624E-03
-49.53125E-06,-6.73743710E-03,-2.76130624E-03
-49.51823E-06,-6.73743710E-03,-2.76011627E-03
-49.50521E-06,-6.73743710E-03,-752.47814E-06
-49.49219E-06,-6.73643367E-03,-2.76130624E-03
-49.47917E-06,-5.12939692E-03,-2.76001979E-03
-49.46615E-06,-5.13045181E-03,-751.25601E-06
-49.45313E-06,-6.73743710E-03,-752.60679E-06
-49.44010E-06,-6.73743710E-03,-2.75992330E-03
-49.42708E-06,-6.73630502E-03,-751.25601E-06
-49.41406E-06,-5.13055472E-03,-751.25601E-06
-49.40104E-06,-6.73625356E-03,-751.25601E-06
-49.38802E-06,-5.13060618E-03,-751.25601E-06
-49.37500E-06,-6.73867209E-03,-749.71227E-06
-49.36198E-06,-8.34295584E-03,+1.25879422E-03
-49.34896E-06,-5.13068337E-03,+1.25879422E-03
-49.33594E-06,-6.73743710E-03,+1.25879422E-03
