x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-91.9200E-06,-386.0239073E-03,+1.8286746357E+00,+9.8932481E-03,+230.6847030E-03
-91.8000E-06,-392.9334550E-03,+1.8330716205E+00,+9.2651074E-03,+210.8982711E-03
-91.6800E-06,-399.8430026E-03,+1.8390389572E+00,+9.5791778E-03,+194.8806833E-03
-91.5600E-06,-405.4962689E-03,+1.8437500124E+00,+9.8932481E-03,+179.8053066E-03
-91.4400E-06,-408.9510427E-03,+1.8459485048E+00,+8.6369667E-03,+169.7550554E-03
-91.3200E-06,-416.8028014E-03,+1.8512877007E+00,+9.8932481E-03,+157.8203822E-03
-91.2000E-06,-422.7701381E-03,+1.8563128263E+00,+9.5791778E-03,+151.2249049E-03
-91.0800E-06,-428.1093340E-03,+1.8607098112E+00,+10.8354592E-03,+142.7450055E-03
-90.9600E-06,-432.8203892E-03,+1.8644786554E+00,+11.7776702E-03,+136.1495282E-03
-90.8400E-06,-438.7877258E-03,+1.8698178513E+00,+11.4635998E-03,+132.3806840E-03
-90.7200E-06,-441.9284293E-03,+1.8760992583E+00,+12.0917405E-03,+125.7852067E-03
-90.6000E-06,-448.5239066E-03,+1.8804962431E+00,+11.1495295E-03,+124.8429956E-03
-90.4800E-06,-452.6068212E-03,+1.8870917205E+00,+12.7198812E-03,+121.0741514E-03
-90.3600E-06,-457.9460171E-03,+1.8921168460E+00,+12.7198812E-03,+119.1897293E-03
-90.2400E-06,-464.5414944E-03,+1.8977701123E+00,+12.4058109E-03,+117.3053073E-03
-90.1200E-06,-468.6244089E-03,+1.9027952379E+00,+12.0917405E-03,+115.7349555E-03
-90.0000E-06,-473.0213938E-03,+1.9084485042E+00,+13.9761626E-03,+115.4208852E-03
-89.8800E-06,-477.4183787E-03,+1.9134736297E+00,+11.4635998E-03,+112.5942520E-03
-89.7600E-06,-481.5012932E-03,+1.9191268960E+00,+11.4635998E-03,+112.2801817E-03
-89.6400E-06,-488.4108409E-03,+1.9238379512E+00,+12.0917405E-03,+112.5942520E-03
-89.5200E-06,-492.4937554E-03,+1.9291771471E+00,+12.4058109E-03,+111.3379706E-03
-89.4000E-06,-495.9485292E-03,+1.9320037803E+00,+12.0917405E-03,+110.3957596E-03
-89.2800E-06,-500.0314438E-03,+1.9364007652E+00,+12.7198812E-03,+111.0239003E-03
-89.1600E-06,-502.8580769E-03,+1.9389133279E+00,+11.4635998E-03,+108.5113375E-03
-89.0400E-06,-507.2550618E-03,+1.9429962425E+00,+11.4635998E-03,+110.3957596E-03
-88.9200E-06,-511.3379763E-03,+1.9477072977E+00,+12.7198812E-03,+108.8254078E-03
-88.8000E-06,-517.3053129E-03,+1.9508480012E+00,+13.6620923E-03,+108.5113375E-03
-88.6800E-06,-520.1319461E-03,+1.9527324233E+00,+12.4058109E-03,+110.0816892E-03
-88.5600E-06,-525.4711420E-03,+1.9571294082E+00,+12.0917405E-03,+107.8831968E-03
-88.4400E-06,-528.6118455E-03,+1.9602701116E+00,+12.7198812E-03,+108.1972672E-03
-88.3200E-06,-533.9510414E-03,+1.9621545337E+00,+12.4058109E-03,+108.5113375E-03
-88.2000E-06,-534.5791821E-03,+1.9668655890E+00,+12.7198812E-03,+109.4535485E-03
-88.0800E-06,-538.6620966E-03,+1.9687500110E+00,+11.1495295E-03,+107.8831968E-03
-87.9600E-06,-543.3731518E-03,+1.9722047849E+00,+12.0917405E-03,+108.8254078E-03
